activation,lemma,present_phones,past_phones
1.0201585292816162,verse,V ER S,V ER S T
1.0200506448745728,excel,IH K S EH L,IH K S EH L D
1.0190623998641968,recede,R IH S IY D,R AH S IY D IH D
1.0188930034637451,curse,K ER S,K ER S T
1.0187346935272217,mispronounce,M IH S P R AH N AW N S,M IH S P R AH N AW N S T
1.018245816230774,discuss,D IH S K AH S,D IH S K AH S T
1.017904281616211,mistake,M IH S T EY K,M IH S T UH K
1.0179030895233154,fascinate,F AE S AH N EY T,F AE S AH N EY T AH D
1.0175610780715942,misread,M IH S R IY D,M IH S R IY D
1.0172247886657715,pasteurize,P AE S CH ER AY Z,P AE S CH ER AY Z D
1.016278624534607,exchange,IH K S CH EY N JH,IH K S CH EY N JH D
1.0158467292785645,gust,G AH S T,G AH S T IH D
1.015696406364441,bespeak,B IH S P IY K,B UH S P OW K
1.015657901763916,guest,G EH S T,G EH S T IH D
1.0150988101959229,dislike,D IH S L AY K,D IH S L AY K T
1.0143789052963257,inset,IH N S EH T,IH N S EH T
1.0142000913619995,mismatch,M IH S M AE CH,M IH S M AE CH T
1.0138500928878784,disadvantage,D IH S AH D V AE N T IH JH,D IH S AH D V AE N T IH JH D
1.013559103012085,dismiss,D IH S M IH S,D IH S M IH S T
1.0135278701782227,resell,R IY S EH L,R IY S OW L D
1.0130785703659058,outsell,AW T S EH L,AW T S OW L D
1.01266348361969,accentuate,AE K S EH N CH UW EY T,AE K S EH N CH UW EY T IH D
1.0126628875732422,decipher,D IH S AY F ER,D IH S AY F ER D
1.0125460624694824,disperse,D IH S P ER S,D IH S P ER S T
1.012419581413269,pacify,P AE S AH F AY,P AE S AH F AY D
1.012405514717102,express,IH K S P R EH S,IH K S P R EH S T
1.011989712715149,distance,D IH S T AH N S,D IH S T AH N S T
1.011847734451294,misprice,M IH S P R AY S,M IH S P R AY S T
1.01168954372406,ensue,IH N S UW,IH N S UW D
1.010114312171936,ensconce,IH N S K AA N S,IH N S K AA N S T
1.01007878780365,wrest,R EH S T,R EH S T IH D
1.0099360942840576,unsell,AH N S EH L,AH N S OW L D
1.009858250617981,misjudge,M IH S JH AH JH,M IH S JH AH JH D
1.0097092390060425,resuscitate,R IH S AH S IH T EY T,R IH S AH S IH T EY T IH D
1.009408712387085,mystify,M IH S T AH F AY,M IH S T AH F AY D
1.0092748403549194,respond,R IH S P AA N D,R IH S P AA N D IH D
1.0088205337524414,expunge,IH K S P AH N JH,IH K S P AH N JH D
1.0085608959197998,extol,IH K S T OW L,IH K S T OW L D
1.008410096168518,mast,M AE S T,M AE S T AH D
1.0083117485046387,disinvite,D IH S IH N V AY T,D IH S IH N V AY T IH D
1.0069308280944824,insulate,IH N S AH L EY T,IH N S AH L EY T AH D
1.006657600402832,dispel,D IH S P EH L,D IH S P EH L D
1.006519079208374,cascade,K AE S K EY D,K AE S K EY D IH D
1.0063358545303345,gas,G AE S,G AE S T
1.0060629844665527,vacillate,V AE S AH L EY T,V AE S AH L EY T IH D
1.0060362815856934,restyle,R IY S T AY L,R IY S T AY L D
1.005846381187439,vest,V EH S T,V EH S T IH D
1.0052008628845215,gasp,G AE S P,G AE S P T
1.0051838159561157,decelerate,D IH S EH L ER EY T,D IH S EH L ER EY T IH D
1.0051548480987549,disparage,D IH S P EH R IH JH,D IH S P EH R IH JH D
1.004409670829773,guess,G EH S,G EH S T
1.004287838935852,listen,L IH S AH N,L IH S AH N D
1.0033605098724365,cast,K AE S T,K AE S T
1.0033456087112427,list,L IH S T,L IH S T AH D
1.0027616024017334,reset,R IY S EH T,R IY S EH T
1.0027271509170532,misunderstand,M IH S AH N D ER S T AE N D,M IH S AH N D ER S T UH D
1.002479076385498,outset,AW T S EH T,AW T S EH T
1.0021109580993652,decease,D IH S IY S,D IH S IY S T
1.0017832517623901,miss,M IH S,M IH S T
1.001589298248291,distil,D IH S T IH L,D IH S T IH L D
1.0013948678970337,mishear,M IH S HH IY R,M IH S HH ER D
1.0009273290634155,postmark,P OW S T M AA R K,P OW S T M AA R K T
1.0005805492401123,hiss,HH IH S,HH IH S T
0.9997752904891968,piss,P IH S,P IH S T
0.9996780157089233,justify,JH AH S T AH F AY,JH AH S T AH F AY D
0.9996358752250671,recite,R AH S AY T,R AH S AY T IH D
0.9996039867401123,bust,B AH S T,B AH S T IH D
0.9995350241661072,last,L AE S T,L AE S T AH D
0.9995320439338684,whisk,W IH S K,W IH S K T
0.9990876317024231,outscore,AW T S K AO R,AW T S K AO R D
0.9987755417823792,unset,AH N S EH T,AH N S EH T
0.9986755847930908,rasp,R AE S P,R AE S P T
0.998623788356781,misguide,M IH S G AY D,M IH S G AY D IH D
0.9985960125923157,license,L AY S AH N S,L AY S AH N S T
0.9980624318122864,desiccate,D EH S AH K EY T,D EH S AH K EY T AH D
0.9976176619529724,persuade,P ER S W EY D,P ER S W EY D IH D
0.9973729848861694,mass,M AE S,M AE S T
0.997311532497406,roost,R UW S T,R UW S T IH D
0.9970868229866028,fist,F IH S T,F IH S T IH D
0.9967768788337708,incise,IH N S AY Z,IH N S AY Z D
0.9963442087173462,beseech,B IY S IY CH,B IY S IY CH T
0.9961219429969788,kiss,K IH S,K IH S T
0.9959654211997986,mask,M AE S K,M AE S K T
0.9956228137016296,pass,P AE S,P AE S T
0.995389997959137,restage,R IY S T EY JH,R IY S T EY JH D
0.9950657486915588,mess,M EH S,M EH S T
0.994757890701294,tesselate,T EH S AH L EY T,T EH S AH L EY T IH D
0.9943553805351257,whistle,W IH S AH L,W IH S AH L D
0.9935746192932129,hoist,HH OY S T,HH OY S T AH D
0.9927918314933777,decide,D IH S AY D,D IH S AY D IH D
0.9927710890769958,fast,F AE S T,F AE S T IH D
0.9925240874290466,castrate,K AE S T R EY T,K AE S T R EY T IH D
0.9924848079681396,insert,IH N S ER T,IH N S ER T AH D
0.9923747777938843,postdate,P OW S T D EY T,P OW S T D EY T IH D
0.9914104342460632,wrestle,R EH S AH L,R EH S AH L D
0.9912666082382202,rouse,R AW S,R AW Z D
0.990936815738678,research,R IY S ER CH,R IY S ER CH T
0.9906399846076965,disbar,D IH S B AA R,D IH S B AA R D
0.9904862642288208,cuss,K AH S,K AH S T
0.9903895258903503,outsource,AW T S AO R S,AW T S AO R S T
0.9902516007423401,test,T EH S T,T EH S T IH D
0.9900567531585693,incite,IH N S AY T,IH N S AY T IH D
0.9900156259536743,expel,IH K S P EH L,IH K S P EH L D
0.9899692535400391,master,M AE S T ER,M AE S T ER D
0.9898436069488525,access,AE K S EH S,AE K S EH S T
0.9897755980491638,dispatch,D IH S P AE CH,D IH S P AE CH T
0.9894890189170837,house,HH AW S,HH AW Z D
0.9893743991851807,roast,R OW S T,R OW S T AH D
0.9888785481452942,testify,T EH S T AH F AY,T EH S T AH F AY D
0.9887227416038513,nestle,N EH S AH L,N EH S AH L D
0.9887109398841858,muscle,M AH S AH L,M AH S AH L D
0.9886704087257385,festoon,F EH S T UW N,F EH S T UW N D
0.9884970188140869,inspire,IH N S P AY R,IH N S P AY ER D
0.9882587790489197,answer,AE N S ER,AE N S ER D
0.9879542589187622,bus,B AH S,B AH S T
0.9879542589187622,buss,B AH S,B AH S T
0.987426221370697,hassle,HH AE S AH L,HH AE S AH L D
0.9866564273834229,gesture,JH EH S CH ER,JH EH S CH ER D
0.9862523674964905,boost,B UW S T,B UW S T IH D
0.9861840605735779,dissatisfy,D IH S AE T AH S F AY,D IH S AE T AH S F AY D
0.9861608743667603,hustle,HH AH S AH L,HH AH S AH L D
0.9856409430503845,accede,AE K S IY D,AE K S IY D IH D
0.985611617565155,outstretch,AW T S T R EH CH,AW T S T R EH CH T
0.9854547381401062,muster,M AH S T ER,M AH S T ER D
0.9850843548774719,outsize,AW T S AY Z,AW T S AY Z D
0.9849218130111694,institute,IH N S T AH T UW T,IH N S T AH T UW T IH D
0.984478771686554,dispense,D IH S P EH N S,D IH S P EH N S T
0.9844351410865784,douse,D AW S,D AW S T
0.9840344786643982,host,HH OW S T,HH OW S T IH D
0.9840065240859985,resettle,R IY S EH T AH L,R IY S EH T AH L D
0.9835689663887024,chest,CH EH S T,CH EH S T AH D
0.983289897441864,disburse,D IH S B ER S,D IH S B ER S T
0.9831498265266418,unsettle,AH N S EH T AH L,AH N S EH T AH L D
0.9831017851829529,whisper,W IH S P ER,W IH S P ER D
0.9828738570213318,pester,P EH S T ER,P EH S T ER D
0.9823389053344727,excite,IH K S AY T,IH K S AY T AH D
0.9819904565811157,postulate,P AA S CH AH L EY T,P AA S CH AH L EY T IH D
0.9817644357681274,post,P OW S T,P OW S T IH D
0.9814856648445129,voice,V OY S,V OY S T
0.9813675284385681,task,T AE S K,T AE S K T
0.9812895655632019,misprint,M IH S P R IH N T,M IH S P R IH N T AH D
0.9812499284744263,accelerate,AE K S EH L ER EY T,AE K S EH L ER EY T IH D
0.9810212254524231,dislocate,D IH S L OW K EY T,D IH S L OW K EY T IH D
0.9809675812721252,disengage,D IH S IH N G EY JH,D IH S IH N G EY JH D
0.9808402061462402,expire,IH K S P AY R,IH K S P AY R D
0.9795891642570496,obscure,AH B S K Y UH R,AH B S K Y UH R D
0.979430615901947,disgrace,D IH S G R EY S,D IH S G R EY S T
0.9794283509254456,louse,L AW S,L AW Z D
0.9790465235710144,incinerate,IH N S IH N ER EY T,IH N S IH N ER EY T IH D
0.979007363319397,coast,K OW S T,K OW S T IH D
0.9783170223236084,fess,F EH S,F EH S T
0.9779701232910156,boast,B OW S T,B OW S T AH D
0.9778790473937988,foist,F OY S T,F OY S T IH D
0.9778673648834229,fuss,F AH S,F AH S T
0.9776831269264221,vociferate,V AH S IH F ER EY T,V AH S IH F ER EY T IH D
0.9770605564117432,ensnare,IH N S N EH R,IH N S N EH R D
0.9769256711006165,explore,IH K S P L AO R,IH K S P L AO R D
0.9766866564750671,massacre,M AE S AH K ER,M AE S AH K ER D
0.9766771197319031,cost,K AA S T,K AA S T
0.9763441681861877,massage,M AH S AA ZH,M AH S AA ZH D
0.9759536385536194,restate,R IY S T EY T,R IY S T EY T IH D
0.9743591547012329,perceive,P ER S IY V,P ER S IY V D
0.9739846587181091,loose,L UW S,L UW S T
0.9738345146179199,disapprove,D IH S AH P R UW V,D IH S AH P R UW V D
0.9738179445266724,dispute,D IH S P Y UW T,D IH S P Y UW T AH D
0.9734712839126587,excuse,IH K S K Y UW S,IH K S K Y UW Z D
0.9733858704566956,fossilize,F AA S AH L AY Z,F AA S AH L AY Z D
0.9732224941253662,despise,D IH S P AY Z,D IH S P AY Z D
0.9728009104728699,secede,S IH S IY D,S IH S IY D IH D
0.9725657105445862,ax,AE K S,AE K S T
0.9725657105445862,axe,AE K S,AE K S T
0.9721001982688904,dissuade,D IH S W EY D,D IH S W EY D IH D
0.971928060054779,tussle,T AH S AH L,T AH S AH L D
0.9709836840629578,piece,P IY S,P IY S T
0.9700872898101807,misstate,M IH S S T EY T,M IH S S T EY T IH D
0.9697593450546265,decentralize,D IH S EH N T R AH L AY Z,D IH S EH N T R AH L AY Z D
0.9688817858695984,feast,F IY S T,F IY S T IH D
0.968874454498291,waste,W EY S T,W EY S T IH D
0.9684972167015076,fester,F EH S T ER,F EH S T ER D
0.9682908654212952,misquote,M IH S K W OW T,M IH S K W OW T IH D
0.9668498039245605,paste,P EY S T,P EY S T IH D
0.966541588306427,upset,AH P S EH T,AH P S EH T
0.9664373993873596,decimate,D EH S AH M EY T,D EH S AH M EY T IH D
0.965785801410675,jostle,JH AA S AH L,JH AA S AH L D
0.965770423412323,bowse,B OW S,B AW Z D
0.9653226137161255,obsess,AH B S EH S,AH B S EH S T
0.9651193618774414,dispose,D IH S P OW Z,D IH S P OW Z D
0.9635699987411499,persevere,P ER S AH V IH R,P ER S AH V IH R D
0.963506281375885,personalize,P ER S AH N AH L AY Z,P ER S AH N AH L AY Z D
0.9633663892745972,facet,F AE S AH T,F AE S AH T IH D
0.9630224108695984,lease,L IY S,L IY S T
0.9630224108695984,leese,L IY S,L AO R
0.9624647498130798,boss,B AA S,B AA S T
0.9617777466773987,rescue,R EH S K Y UW,R EH S K Y UW D
0.9614942669868469,baste,B EY S T,B EY S T AH D
0.961400032043457,reschedule,R IY S K EH JH UW L,R IY S K EH JH UW L D
0.9613603353500366,misconstrue,M IH S K AH N S T R UW,M IH S K AH N S T R UW D
0.9610719084739685,upstage,AH P S T EY JH,AH P S T EY JH D
0.9609751105308533,recycle,R IY S AY K AH L,R IY S AY K AH L D
0.9603422284126282,disembody,D IH S IH B AA D IY,D IH S IH B AA D IY D
0.9600531458854675,suspect,S AH S P EH K T,S AH S P EH K T IH D
0.959634006023407,dice,D AY S,D AY S T
0.9591125249862671,chastise,CH AE S T AY Z,CH AE S T AY Z D
0.9586530327796936,race,R EY S,R EY S T
0.9575195908546448,castigate,K AE S T AH G EY T,K AE S T AH G EY T IH D
0.9563513398170471,passe,P AE S EY,P AE S T
0.9559357762336731,toss,T AO S,T AO S T
0.955823540687561,displease,D IH S P L IY Z,D IH S P L IY Z D
0.9547882676124573,pace,P EY S,P EY S T
0.9540120959281921,misdiagnose,M IH S D AY IH G N OW Z,M IH S D AY IH G N OW Z D
0.9536368250846863,taste,T EY S T,T EY S T IH D
0.9534612894058228,resurface,R IY S ER F AH S,R IY S ER F AH S T
0.9532411694526672,disguise,D IH S G AY Z,D IH S G AY Z D
0.9521937370300293,outspend,AW T S P EH N D,AW T S P EH N T
0.9514608383178711,expose,IH K S P OW Z,IH K S P OW Z D
0.9513072371482849,deceive,D IH S IY V,D IH S IY V D
0.9510430097579956,onset,AA N S EH T,AA N S EH T
0.9495965838432312,base,B EY S,B EY S T
0.9482687711715698,instigate,IH N S T AH G EY T,IH N S T AH G EY T IH D
0.9482055306434631,receive,R AH S IY V,R AH S IY V D
0.9479913711547852,lace,L EY S,L EY S T
0.9479304552078247,seesaw,S IY S AO,S IY S AO D
0.9472689628601074,accessorize,AE K S EH S ER AY Z,AE K S EH S ER AY Z D
0.9467527270317078,foster,F AA S T ER,F AA S T ER D
0.945832371711731,necessitate,N AH S EH S AH T EY T,N AH S EH S AH T EY T AH D
0.9447384476661682,disqualify,D IH S K W AA L AH F AY,D IH S K W AA L AH F AY D
0.9446828961372375,excoriate,EH K S K AO R IY EY T,EH K S K AO R IY EY T IH D
0.9425911903381348,dismantle,D IH S M AE N T AH L,D IH S M AE N T AH L D
0.9403572678565979,face,F EY S,F EY S T
0.9401340484619141,excommunicate,EH K S K AH M Y UW N AH K EY T,EH K S K AH M Y UW N AH K EY T AH D
0.9397870898246765,westernize,W EH S T ER N AY Z,W EH S T ER N AY Z D
0.9379304051399231,misuse,M IH S Y UW Z,M IH S Y UW Z D
0.9359471201896667,exclude,IH K S K L UW D,IH K S K L UW D AH D
0.9354127645492554,miscalculate,M IH S K AE L K Y AH L EY T,M IH S K AE L K Y AH L EY T IH D
0.9347649812698364,misidentify,M IH S AY D EH N T AH F AY,M IH S AY D EH N T IH F AY D
0.932059645652771,chase,CH EY S,CH EY S T
0.9303775429725647,bicycle,B AY S IH K AH L,B AY S IH K AH L D
0.9290234446525574,sustain,S AH S T EY N,S AH S T EY N D
0.9286618232727051,cease,S IY S,S IY S T
0.9185095429420471,oxidize,AA K S AH D AY Z,AA K S AH D AY Z D
0.9149659872055054,facilitate,F AH S IH L AH T EY T,F AH S IH L AH T EY T IH D
0.9117242693901062,excrete,IH K S K R IY T,IH K S K R IY T IH D
0.9109262824058533,extrude,IH K S T R UW D,IH K S T R UW D AH D
0.9101688265800476,disseminate,D IH S EH M AH N EY T,D IH S EH M AH N EY T AH D
0.9059752821922302,excerpt,EH K S ER P T,EH K S ER P T IH D
0.9054112434387207,misspeak,M IH S S P IY K,M IH S S P OW K
0.9014367461204529,offset,AO F S EH T,AO F S EH T
0.8992730975151062,mishandle,M IH S HH AE N D AH L,M IH S HH AE N D AH L D
0.886580228805542,disassemble,D IH S AH S EH M B AH L,D IH S AH S EH M B AH L D
0.8849970698356628,distinguish,D IH S T IH NG G W IH SH,D IH S T IH NG G W IH SH T
0.8797986507415771,destroy,D IH S T R OY,D IH S T R OY D
0.8719086050987244,besiege,B IH S IY JH,B IH S IY JH D
0.8708510994911194,personify,P ER S AA N AH F AY,P ER S AA N AH F AY D
0.8701571226119995,extinguish,IH K S T IH NG G W IH SH,IH K S T IH NG G W IH SH T
0.8691051602363586,exercise,EH K S ER S AY Z,EH K S ER S AY Z D
0.8666463494300842,disable,D IH S EY B AH L,D IH S EY B AH L D
0.8649889826774597,execute,EH K S AH K Y UW T,EH K S AH K Y UW T IH D
0.8604987263679504,misappropriate,M IH S AH P R OW P R IY EY T,M IH S AH P R OW P R IY EY T IH D
0.8584932088851929,exhale,EH K S HH EY L,EH K S HH EY L D
0.8569676876068115,disabuse,D IH S AH B Y UW S,D IH S AH B Y UW Z D
0.8545258641242981,expedite,EH K S P IH D AY T,EH K S P IH D AY T IH D
0.8541609644889832,use,Y UW S,Y UW Z D
0.8513167500495911,abstract,AE B S T R AE K T,AE B S T R AE K T IH D
0.8490722179412842,encircle,EH N S ER K AH L,IH N S ER K AH L D
0.84438556432724,misconceive,M IH S K AH N S IY V,M IH S K AH N S IY V D
0.8423783183097839,decertify,D IY S ER T AH F AY,D IY S ER T AH F AY D
0.8423417806625366,misbehave,M IH S B AH HH EY V,M IH S B AH HH EY V D
0.8419861197471619,enslave,EH N S L EY V,EH N S L EY V D
0.8415101170539856,excise,EH K S AY S,EH K S AY Z D
0.8407594561576843,recertify,R IY S ER T AH F AY,R IY S ER T IH F AY D
0.8380171656608582,instruct,IH N S T R AH K T,IH N S T R AH K T AH D
0.8317790031433105,exhume,EH K S HH Y UW M,EH K S HH Y UW M D
0.8305310606956482,misallocate,M IH S AE L AH K EY T,M IH S AE L AH K EY T IH D
0.8108664155006409,unsubscribe,AH N S AH B S K R AY B,AH N S AH B S K R AY B D
0.8069890141487122,disfigure,D IH S F IH G Y ER,D IH S F IH G Y ER D
0.7994757294654846,excavate,EH K S K AH V EY T,EH K S K AH V EY T IH D
0.7859739661216736,exploit,EH K S P L OY T,EH K S P L OY T AH D
0.7856741547584534,extrapolate,EH K S T R AE P AH L EY T,EH K S T R AE P AH L EY T IH D
0.7795950770378113,experiment,IH K S P EH R AH M AH N T,IH K S P EH R AH M AH N T AH D
0.7689958214759827,extrovert,EH K S T R AH V ER T,EH K S T R AH V ER T IH D
0.7527524828910828,misreport,M IH S R IH P AO R T,M IH S R IH P AO R T IH D
0.7485746741294861,restructure,R IY S T R AH K CH ER,R IY S T R AH K CH ER D
0.7463679909706116,extract,EH K S T R AE K T,EH K S T R AE K T IH D
0.7430554032325745,extradite,EH K S T R AH D AY T,EH K S T R AH D AY T IH D
0.7413952946662903,extirpate,EH K S T ER P EY T,EH K S T ER P EY T AH D
0.7366811037063599,expropriate,EH K S P R OW P R IY EY T,EH K S P R OW P R IY EY T IH D
0.7221819758415222,institutionalize,IH N S T IH T UW SH AH N AH L AY Z,IH N S T IH T UW SH AH N AH L AY Z D
0.7137162089347839,extricate,EH K S T R AH K EY T,EH K S T R AH K EY T IH D
0.6839867830276489,oxygenate,AA K S AH JH AH N EY T,AA K S AH JH AH N EY T IH D
0.15282829105854034,assert,AH S ER T,AH S ER T IH D
0.11770139634609222,stump,S T AH M P,S T AH M P T
0.11046460270881653,devise,D IH V AY Z,D IH V AY Z D
0.10935238748788834,term,T ER M,T ER M D
0.10452742874622345,await,AH W EY T,AH W EY T IH D
0.10096082091331482,rim,R IH M,R IH M D
0.1000320240855217,halve,HH AE V,HH AE V D
0.1000320240855217,have,HH AE V,HH AE D
0.09565553069114685,bubble,B AH B AH L,B AH B AH L D
0.09304922819137573,dam,D AE M,D AE M D
0.09304922819137573,damn,D AE M,D AE M D
0.09270769357681274,stall,S T AO L,S T AO L D
0.09127134829759598,tire,T AY ER,T AY ER D
0.08924949169158936,hunt,HH AH N T,HH AH N T AH D
0.07553360611200333,pen,P EH N,P EH N D
